pitch,a,h,T
1,1,0.5,0.94530 
1,1,0.7,0.94262 
1,1,0.9,0.75137 
1,1.1,0.1,0.66388 
1,1.1,0.3,0.77400 
1,1.1,0.5,0.93336 
1,1.1,0.7,0.97548 
1,1.1,0.9,0.77079 
1,1.2,0.1,0.65170 
1,1.2,0.3,0.73688 
1,1.2,0.5,0.90237 
1,1.2,0.7,0.99558 
1,1.2,0.9,0.79021 
1,1.3,0.1,0.64400 
1,1.3,0.3,0.70146 
1,1.3,0.5,0.85740 
1,1.3,0.7,0.99911 
1,1.3,0.9,0.80910 
1,1.4,0.1,0.64222 
1,1.4,0.3,0.67295 
1,1.4,0.5,0.80806 
1,1.4,0.7,0.98580 
1,1.4,0.9,0.82626 
1,1.5,0.1,0.64622 
1,1.5,0.3,0.65344 
1,1.5,0.5,0.76005 
1,1.5,0.7,0.95767 
1,1.5,0.9,0.84122 
1,1.6,0.1,0.65505 
1,1.6,0.3,0.64458 
1,1.6,0.5,0.71715 
1,1.6,0.7,0.91864 
1,1.6,0.9,0.85273 
1.1,0.8,0.1,0.69872 
1.1,0.8,0.3,0.82680 
1.1,0.8,0.5,0.90471 
1.1,0.8,0.7,0.85551 
1.1,0.8,0.9,0.71453 
1.1,0.9,0.1,0.69082 
1.1,0.9,0.3,0.82389 
1.1,0.9,0.5,0.93427 
1.1,0.9,0.7,0.90183 
1.1,0.9,0.9,0.73266 
1.1,1,0.1,0.67748 
1.1,1,0.3,0.80239 
1.1,1,0.5,0.94315 
1.1,1,0.7,0.94363 
1.1,1,0.9,0.75174 
1.1,1.1,0.1,0.66355 
1.1,1.1,0.3,0.77139 
1.1,1.1,0.5,0.93017 
1.1,1.1,0.7,0.97675 
1.1,1.1,0.9,0.77155 
1.1,1.2,0.1,0.65263 
1.1,1.2,0.3,0.73274 
1.1,1.2,0.5,0.89800 
1.1,1.2,0.7,0.99603 
1.1,1.2,0.9,0.79099 
1.1,1.3,0.1,0.64492 
1.1,1.3,0.3,0.70015 
1.1,1.3,0.5,0.85343 
1.1,1.3,0.7,0.99895 
1.1,1.3,0.9,0.80964 
1.1,1.4,0.1,0.64346 
1.1,1.4,0.3,0.67246 
1.1,1.4,0.5,0.80347 
1.1,1.4,0.7,0.98495 
1.1,1.4,0.9,0.82676 
1.1,1.5,0.1,0.64689 
1.1,1.5,0.3,0.65367 
1.1,1.5,0.5,0.75568 
1.1,1.5,0.7,0.95597 
1.1,1.5,0.9,0.84180 
1.1,1.6,0.1,0.65704 
1.1,1.6,0.3,0.64556 
1.1,1.6,0.5,0.71491 
1.1,1.6,0.7,0.91600 
1.1,1.6,0.9,0.85327 
1.2,0.8,0.1,0.69781 
1.2,0.8,0.3,0.82521 
1.2,0.8,0.5,0.90384 
1.2,0.8,0.7,0.85725 
1.2,0.8,0.9,0.71491 
1.2,0.9,0.1,0.68918 
1.2,0.9,0.3,0.81986 
1.2,0.9,0.5,0.93225 
1.2,0.9,0.7,0.90342 
1.2,0.9,0.9,0.73314 
1.2,1,0.1,0.67710 
1.2,1,0.3,0.79844 
1.2,1,0.5,0.94035 
1.2,1,0.7,0.94518 
1.2,1,0.9,0.75223 
1.2,1.1,0.1,0.66295 
1.2,1.1,0.3,0.76757 
1.2,1.1,0.5,0.92632 
1.2,1.1,0.7,0.97791 
1.2,1.1,0.9,0.77174 
1.2,1.2,0.1,0.65197 
1.2,1.2,0.3,0.73160 
1.2,1.2,0.5,0.89289 
1.2,1.2,0.7,0.99664 
1.2,1.2,0.9,0.79117 
1.2,1.3,0.1,0.64515 
1.2,1.3,0.3,0.69773 
1.2,1.3,0.5,0.84817 
1.2,1.3,0.7,0.99871 
1.2,1.3,0.9,0.81025 
1.2,1.4,0.1,0.64311 
1.2,1.4,0.3,0.67074 
1.2,1.4,0.5,0.79721 
1.2,1.4,0.7,0.98362 
1.2,1.4,0.9,0.82772 
1.2,1.5,0.1,0.64749 
1.2,1.5,0.3,0.65321 
1.2,1.5,0.5,0.75166 
1.2,1.5,0.7,0.95404 
1.2,1.5,0.9,0.84253 
1.2,1.6,0.1,0.65715 
1.2,1.6,0.3,0.64604 
1.2,1.6,0.5,0.71005 
1.2,1.6,0.7,0.91353 
1.2,1.6,0.9,0.85440 
1.3,0.8,0.1,0.69781 
1.3,0.8,0.3,0.82150 
1.3,0.8,0.5,0.90306 
1.3,0.8,0.7,0.85835 
1.3,0.8,0.9,0.71561 
1.3,0.9,0.1,0.68938 
1.3,0.9,0.3,0.81567 
1.3,0.9,0.5,0.93002 
1.3,0.9,0.7,0.90460 
1.3,0.9,0.9,0.73401 
1.3,1,0.1,0.67556 
1.3,1,0.3,0.79415 
1.3,1,0.5,0.93664 
1.3,1,0.7,0.94680 
1.3,1,0.9,0.75281 
1.3,1.1,0.1,0.66205 
1.3,1.1,0.3,0.76271 
1.3,1.1,0.5,0.92188 
1.3,1.1,0.7,0.97902 
1.3,1.1,0.9,0.77255 
1.3,1.2,0.1,0.65069 
1.3,1.2,0.3,0.72778 
1.3,1.2,0.5,0.88776 
1.3,1.2,0.7,0.99720 
1.3,1.2,0.9,0.79207 
1.3,1.3,0.1,0.64446 
1.3,1.3,0.3,0.69467 
1.3,1.3,0.5,0.84249 
1.3,1.3,0.7,0.99832 
1.3,1.3,0.9,0.81095 
1.3,1.4,0.1,0.64190 
1.3,1.4,0.3,0.66922 
1.3,1.4,0.5,0.79403 
1.3,1.4,0.7,0.98235 
1.3,1.4,0.9,0.82840 
1.3,1.5,0.1,0.64742 
1.3,1.5,0.3,0.65264 
1.3,1.5,0.5,0.74531 
1.3,1.5,0.7,0.95152 
1.3,1.5,0.9,0.84318 
1.3,1.6,0.1,0.65667 
1.3,1.6,0.3,0.64651 
1.3,1.6,0.5,0.70694 
1.3,1.6,0.7,0.91066 
1.3,1.6,0.9,0.85515 
1.4,0.8,0.1,0.69660 
1.4,0.8,0.3,0.81821 
1.4,0.8,0.5,0.90137 
1.4,0.8,0.7,0.85972 
1.4,0.8,0.9,0.71565 
1.4,0.9,0.1,0.68839 
1.4,0.9,0.3,0.81154 
1.4,0.9,0.5,0.92795 
1.4,0.9,0.7,0.90624 
1.4,0.9,0.9,0.73381 
1.4,1,0.1,0.67570 
1.4,1,0.3,0.78962 
1.4,1,0.5,0.93331 
1.4,1,0.7,0.94831 
1.4,1,0.9,0.75307 
1.4,1.1,0.1,0.66209 
1.4,1.1,0.3,0.75884 
1.4,1.1,0.5,0.91727 
1.4,1.1,0.7,0.98023 
1.4,1.1,0.9,0.77314 
1.4,1.2,0.1,0.65102 
1.4,1.2,0.3,0.72436 
1.4,1.2,0.5,0.88214 
1.4,1.2,0.7,0.99761 
1.4,1.2,0.9,0.79308 
1.4,1.3,0.1,0.64442 
1.4,1.3,0.3,0.69253 
1.4,1.3,0.5,0.83739 
1.4,1.3,0.7,0.99786 
1.4,1.3,0.9,0.81198 
1.4,1.4,0.1,0.64338 
1.4,1.4,0.3,0.66798 
1.4,1.4,0.5,0.78761 
1.4,1.4,0.7,0.98083 
1.4,1.4,0.9,0.82961 
1.4,1.5,0.1,0.64768 
1.4,1.5,0.3,0.65240 
1.4,1.5,0.5,0.74193 
1.4,1.5,0.7,0.94926 
1.4,1.5,0.9,0.84434 
1.4,1.6,0.1,0.65641 
1.4,1.6,0.3,0.64783 
1.4,1.6,0.5,0.70361 
1.4,1.6,0.7,0.90743 
1.4,1.6,0.9,0.85615 
1.5,0.8,0.1,0.69525 
1.5,0.8,0.3,0.81313 
1.5,0.8,0.5,0.90034 
1.5,0.8,0.7,0.86164 
1.5,0.8,0.9,0.71594 
1.5,0.9,0.1,0.68637 
1.5,0.9,0.3,0.80579 
1.5,0.9,0.5,0.92510 
1.5,0.9,0.7,0.90834 
1.5,0.9,0.9,0.73425 
1.5,1,0.1,0.67453 
1.5,1,0.3,0.78385 
1.5,1,0.5,0.92905 
1.5,1,0.7,0.94977 
1.5,1,0.9,0.75353 
1.5,1.1,0.1,0.66104 
1.5,1.1,0.3,0.75350 
1.5,1.1,0.5,0.91145 
1.5,1.1,0.7,0.98129 
1.5,1.1,0.9,0.77390 
1.5,1.2,0.1,0.65081 
1.5,1.2,0.3,0.72020 
1.5,1.2,0.5,0.87612 
1.5,1.2,0.7,0.99801 
1.5,1.2,0.9,0.79361 
1.5,1.3,0.1,0.64382 
1.5,1.3,0.3,0.68847 
1.5,1.3,0.5,0.82974 
1.5,1.3,0.7,0.99723 
1.5,1.3,0.9,0.81270 
1.5,1.4,0.1,0.64251 
1.5,1.4,0.3,0.66573 
1.5,1.4,0.5,0.78155 
1.5,1.4,0.7,0.97906 
1.5,1.4,0.9,0.83027 
1.5,1.5,0.1,0.64662 
1.5,1.5,0.3,0.65180 
1.5,1.5,0.5,0.73703 
1.5,1.5,0.7,0.94633 
1.5,1.5,0.9,0.84557 
1.5,1.6,0.1,0.65644 
1.5,1.6,0.3,0.64802 
1.5,1.6,0.5,0.69935 
1.5,1.6,0.7,0.90440 
1.5,1.6,0.9,0.85742 
1.6,0.8,0.1,0.69475 
1.6,0.8,0.3,0.80926 
1.6,0.8,0.5,0.89840 
1.6,0.8,0.7,0.86297 
1.6,0.8,0.9,0.71616 
1.6,0.9,0.1,0.68593 
1.6,0.9,0.3,0.80156 
1.6,0.9,0.5,0.92213 
1.6,0.9,0.7,0.91001 
1.6,0.9,0.9,0.73474 
1.6,1,0.1,0.67416 
1.6,1,0.3,0.77877 
1.6,1,0.5,0.92485 
1.6,1,0.7,0.95159 
1.6,1,0.9,0.75416 
1.6,1.1,0.1,0.66130 
1.6,1.1,0.3,0.74878 
1.6,1.1,0.5,0.90561 
1.6,1.1,0.7,0.98246 
1.6,1.1,0.9,0.77417 
1.6,1.2,0.1,0.65147 
1.6,1.2,0.3,0.71614 
1.6,1.2,0.5,0.86951 
1.6,1.2,0.7,0.99827 
1.6,1.2,0.9,0.79455 
1.6,1.3,0.1,0.64526 
1.6,1.3,0.3,0.68558 
1.6,1.3,0.5,0.82436 
1.6,1.3,0.7,0.99631 
1.6,1.3,0.9,0.81382 
1.6,1.4,0.1,0.64404 
1.6,1.4,0.3,0.66355 
1.6,1.4,0.5,0.77654 
1.6,1.4,0.7,0.97701 
1.6,1.4,0.9,0.83147 
1.6,1.5,0.1,0.64812 
1.6,1.5,0.3,0.65166 
1.6,1.5,0.5,0.73220 
1.6,1.5,0.7,0.94341 
1.6,1.5,0.9,0.84663 
1.6,1.6,0.1,0.65718 
1.6,1.6,0.3,0.64947 
1.6,1.6,0.5,0.69595 
1.6,1.6,0.7,0.90001 
1.6,1.6,0.9,0.85874 
1.7,0.8,0.1,0.69311 
1.7,0.8,0.3,0.80535 
1.7,0.8,0.5,0.89653 
1.7,0.8,0.7,0.86492 
1.7,0.8,0.9,0.71676 
1.7,0.9,0.1,0.68453 
1.7,0.9,0.3,0.79638 
1.7,0.9,0.5,0.91863 
1.7,0.9,0.7,0.91172 
1.7,0.9,0.9,0.73508 
1.7,1,0.1,0.67273 
1.7,1,0.3,0.77331 
1.7,1,0.5,0.91920 
1.7,1,0.7,0.95303 
1.7,1,0.9,0.75524 
1.7,1.1,0.1,0.66048 
1.7,1.1,0.3,0.74340 
1.7,1.1,0.5,0.89854 
1.7,1.1,0.7,0.98354 
1.7,1.1,0.9,0.77543 
1.7,1.2,0.1,0.65082 
1.7,1.2,0.3,0.71249 
1.7,1.2,0.5,0.86190 
1.7,1.2,0.7,0.99836 
1.7,1.2,0.9,0.79531 
1.7,1.3,0.1,0.64479 
1.7,1.3,0.3,0.68334 
1.7,1.3,0.5,0.81651 
1.7,1.3,0.7,0.99512 
1.7,1.3,0.9,0.81481 
1.7,1.4,0.1,0.64418 
1.7,1.4,0.3,0.66297 
1.7,1.4,0.5,0.76929 
1.7,1.4,0.7,0.97441 
1.7,1.4,0.9,0.83262 
1.7,1.5,0.1,0.64889 
1.7,1.5,0.3,0.65118 
1.7,1.5,0.5,0.72639 
1.7,1.5,0.7,0.93982 
1.7,1.5,0.9,0.84770 
1.7,1.6,0.1,0.65779 
1.7,1.6,0.3,0.65028 
1.7,1.6,0.5,0.69166 
1.7,1.6,0.7,0.89552 
1.7,1.6,0.9,0.85970 
1.8,0.8,0.1,0.69128 
1.8,0.8,0.3,0.80051 
1.8,0.8,0.5,0.89407 
1.8,0.8,0.7,0.86664 
1.8,0.8,0.9,0.71699 
1.8,0.9,0.1,0.68259 
1.8,0.9,0.3,0.79085 
1.8,0.9,0.5,0.91457 
1.8,0.9,0.7,0.91355 
1.8,0.9,0.9,0.73594 
1.8,1,0.1,0.67152 
1.8,1,0.3,0.76866 
1.8,1,0.5,0.91333 
1.8,1,0.7,0.95468 
1.8,1,0.9,0.75572 
1.8,1.1,0.1,0.65951 
1.8,1.1,0.3,0.73934 
1.8,1.1,0.5,0.89106 
1.8,1.1,0.7,0.98449 
1.8,1.1,0.9,0.77629 
1.8,1.2,0.1,0.65012 
1.8,1.2,0.3,0.70875 
1.8,1.2,0.5,0.85378 
1.8,1.2,0.7,0.99828 
1.8,1.2,0.9,0.79652 
1.8,1.3,0.1,0.64472 
1.8,1.3,0.3,0.68136 
1.8,1.3,0.5,0.80784 
1.8,1.3,0.7,0.99375 
1.8,1.3,0.9,0.81620 
1.8,1.4,0.1,0.64452 
1.8,1.4,0.3,0.66198 
1.8,1.4,0.5,0.76183 
1.8,1.4,0.7,0.97150 
1.8,1.4,0.9,0.83394 
1.8,1.5,0.1,0.64932 
1.8,1.5,0.3,0.65265 
1.8,1.5,0.5,0.72036 
1.8,1.5,0.7,0.93559 
1.8,1.5,0.9,0.84928 
1.8,1.6,0.1,0.65861 
1.8,1.6,0.3,0.65300 
1.8,1.6,0.5,0.68702 
1.8,1.6,0.7,0.89121 
1.8,1.6,0.9,0.86133 
1.9,0.8,0.1,0.68959 
1.9,0.8,0.3,0.79453 
1.9,0.8,0.5,0.89170 
1.9,0.8,0.7,0.86849 
1.9,0.8,0.9,0.71733 
1.9,0.9,0.1,0.68116 
1.9,0.9,0.3,0.78411 
1.9,0.9,0.5,0.90998 
1.9,0.9,0.7,0.91523 
1.9,0.9,0.9,0.73659 
1.9,1,0.1,0.66979 
1.9,1,0.3,0.76208 
1.9,1,0.5,0.90662 
1.9,1,0.7,0.95636 
1.9,1,0.9,0.75631 
1.9,1.1,0.1,0.65899 
1.9,1.1,0.3,0.73298 
1.9,1.1,0.5,0.88288 
1.9,1.1,0.7,0.98546 
1.9,1.1,0.9,0.77699 
1.9,1.2,0.1,0.64969 
1.9,1.2,0.3,0.70329 
1.9,1.2,0.5,0.84457 
1.9,1.2,0.7,0.99800 
1.9,1.2,0.9,0.79767 
1.9,1.3,0.1,0.64522 
1.9,1.3,0.3,0.67794 
1.9,1.3,0.5,0.80019 
1.9,1.3,0.7,0.99204 
1.9,1.3,0.9,0.81724 
1.9,1.4,0.1,0.64531 
1.9,1.4,0.3,0.66080 
1.9,1.4,0.5,0.75487 
1.9,1.4,0.7,0.96852 
1.9,1.4,0.9,0.83519 
1.9,1.5,0.1,0.65029 
1.9,1.5,0.3,0.65284 
1.9,1.5,0.5,0.71478 
1.9,1.5,0.7,0.93103 
1.9,1.5,0.9,0.85060 
1.9,1.6,0.1,0.65931 
1.9,1.6,0.3,0.65468 
1.9,1.6,0.5,0.68300 
1.9,1.6,0.7,0.88574 
1.9,1.6,0.9,0.86277 
2,0.8,0.1,0.68755 
2,0.8,0.3,0.78825 
2,0.8,0.5,0.88825 
2,0.8,0.7,0.87043 
2,0.8,0.9,0.71817 
2,0.9,0.1,0.67894 
2,0.9,0.3,0.77675 
2,0.9,0.5,0.90431 
2,0.9,0.7,0.91743 
2,0.9,0.9,0.73695 
2,1,0.1,0.66814 
2,1,0.3,0.75428 
2,1,0.5,0.89883 
2,1,0.7,0.95800 
2,1,0.9,0.75730 
2,1.1,0.1,0.65791 
2,1.1,0.3,0.72476 
2,1.1,0.5,0.87358 
2,1.1,0.7,0.98605 
2,1.1,0.9,0.77784 
2,1.2,0.1,0.64942 
2,1.2,0.3,0.69762 
2,1.2,0.5,0.83601 
2,1.2,0.7,0.99738 
2,1.2,0.9,0.79844 
2,1.3,0.1,0.64540 
2,1.3,0.3,0.67481 
2,1.3,0.5,0.79088 
2,1.3,0.7,0.98970 
2,1.3,0.9,0.81860 
2,1.4,0.1,0.64600 
2,1.4,0.3,0.65909 
2,1.4,0.5,0.74709 
2,1.4,0.7,0.96487 
2,1.4,0.9,0.83640 
2,1.5,0.1,0.65126 
2,1.5,0.3,0.65324 
2,1.5,0.5,0.70863 
2,1.5,0.7,0.92644 
2,1.5,0.9,0.85199 
2,1.6,0.1,0.66004 
2,1.6,0.3,0.65680 
2,1.6,0.5,0.67961 
2,1.6,0.7,0.87970 
2,1.6,0.9,0.86389 
0.5,0.1,0.5,0.69242 
0.5,0.1,1,0.68883 
0.5,0.1,1.5,0.68577 
0.5,0.1,2,0.68180 
0.5,0.1,2.5,0.66984 
0.5,0.2,0.5,0.72955 
0.5,0.2,1,0.72722 
0.5,0.2,1.5,0.72154 
0.5,0.2,2,0.71456 
0.5,0.2,2.5,0.69264 
0.5,0.3,0.5,0.75720 
0.5,0.3,1,0.75429 
0.5,0.3,1.5,0.74804 
0.5,0.3,2,0.74113 
0.5,0.3,2.5,0.71685 
0.5,0.4,0.5,0.76721 
0.5,0.4,1,0.76586 
0.5,0.4,1.5,0.76336 
0.5,0.4,2,0.75952 
0.5,0.4,2.5,0.74183 
0.5,0.5,0.5,0.76318 
0.5,0.5,1,0.76312 
0.5,0.5,1.5,0.76450 
0.5,0.5,2,0.76543 
0.5,0.5,2.5,0.75916 
0.5,0.6,0.5,0.74771 
0.5,0.6,1,0.75040 
0.5,0.6,1.5,0.75308 
0.5,0.6,2,0.75701 
0.5,0.6,2.5,0.76034 
0.5,0.7,0.5,0.72601 
0.5,0.7,1,0.72768 
0.5,0.7,1.5,0.73079 
0.5,0.7,2,0.73478 
0.5,0.7,2.5,0.74172 
0.5,0.8,0.5,0.69858 
0.5,0.8,1,0.70017 
0.5,0.8,1.5,0.70241 
0.5,0.8,2,0.70488 
0.5,0.8,2.5,0.70890 
0.5,0.9,0.5,0.67033 
0.5,0.9,1,0.66986 
0.5,0.9,1.5,0.67098 
0.5,0.9,2,0.67156 
0.5,0.9,2.5,0.67283 
1,0.1,0.5,0.67668 
1,0.1,1,0.67697 
1,0.1,1.5,0.67453 
1,0.1,2,0.66814 
1,0.1,2.5,0.65149 
1,0.2,0.5,0.73890 
1,0.2,1,0.73294 
1,0.2,1.5,0.72155 
1,0.2,2,0.70383 
1,0.2,2.5,0.66328 
1,0.3,0.5,0.81409 
1,0.3,1,0.80558 
1,0.3,1.5,0.78383 
1,0.3,2,0.75430 
1,0.3,2.5,0.68730 
1,0.4,0.5,0.89421 
1,0.4,1,0.88171 
1,0.4,1.5,0.85784 
1,0.4,2,0.82074 
1,0.4,2.5,0.73632 
1,0.5,0.5,0.95394 
1,0.5,1,0.94530 
1,0.5,1.5,0.92905 
1,0.5,2,0.89883 
1,0.5,2.5,0.81738 
1,0.6,0.5,0.97214 
1,0.6,1,0.97218 
1,0.6,1.5,0.96931 
1,0.6,2,0.95917 
1,0.6,2.5,0.91602 
1,0.7,0.5,0.93740 
1,0.7,1,0.94262 
1,0.7,1.5,0.94977 
1,0.7,2,0.95800 
1,0.7,2.5,0.96143 
1,0.8,0.5,0.85587 
1,0.8,1,0.86077 
1,0.8,1.5,0.86824 
1,0.8,2,0.87873 
1,0.8,2.5,0.89478 
1,0.9,0.5,0.75016 
1,0.9,1,0.75137 
1,0.9,1.5,0.75353 
1,0.9,2,0.75730 
1,0.9,2.5,0.76294 
1.5,0.1,0.5,0.64480 
1.5,0.1,1,0.64622 
1.5,0.1,1.5,0.64662 
1.5,0.1,2,0.65126 
1.5,0.1,2.5,0.67030 
1.5,0.2,0.5,0.64070 
1.5,0.2,1,0.64418 
1.5,0.2,1.5,0.64677 
1.5,0.2,2,0.65288 
1.5,0.2,2.5,0.68760 
1.5,0.3,0.5,0.65274 
1.5,0.3,1,0.65344 
1.5,0.3,1.5,0.65180 
1.5,0.3,2,0.65322 
1.5,0.3,2.5,0.68828 
1.5,0.4,0.5,0.69445 
1.5,0.4,1,0.68950 
1.5,0.4,1.5,0.67602 
1.5,0.4,2,0.66487 
1.5,0.4,2.5,0.68119 
1.5,0.5,0.5,0.77281 
1.5,0.5,1,0.76005 
1.5,0.5,1.5,0.73703 
1.5,0.5,2,0.70863 
1.5,0.5,2.5,0.69146 
1.5,0.6,0.5,0.87438 
1.5,0.6,1,0.86015 
1.5,0.6,1.5,0.83552 
1.5,0.6,2,0.80079 
1.5,0.6,2.5,0.75708 
1.5,0.7,0.5,0.96378 
1.5,0.7,1,0.95767 
1.5,0.7,1.5,0.94633 
1.5,0.7,2,0.92644 
1.5,0.7,2.5,0.89181 
1.5,0.8,0.5,0.96630 
1.5,0.8,1,0.96945 
1.5,0.8,1.5,0.97461 
1.5,0.8,2,0.98035 
1.5,0.8,2.5,0.98692 
1.5,0.9,0.5,0.83751 
1.5,0.9,1,0.84122 
1.5,0.9,1.5,0.84557 
1.5,0.9,2,0.85199 
1.5,0.9,2.5,0.86152 
2,0.1,0.5,0.70264 
2,0.1,1,0.70168 
2,0.1,1.5,0.69793 
2,0.1,2,0.69270 
2,0.1,2.5,0.68071 
2,0.2,0.5,0.73555 
2,0.2,1,0.73764 
2,0.2,1.5,0.73550 
2,0.2,2,0.73542 
2,0.2,2.5,0.72441 
2,0.3,0.5,0.70865 
2,0.3,1,0.71354 
2,0.3,1.5,0.72997 
2,0.3,2,0.74847 
2,0.3,2.5,0.77149 
2,0.4,0.5,0.66106 
2,0.4,1,0.66942 
2,0.4,1.5,0.68766 
2,0.4,2,0.71897 
2,0.4,2.5,0.78942 
2,0.5,0.5,0.64155 
2,0.5,1,0.64312 
2,0.5,1.5,0.64943 
2,0.5,2,0.66841 
2,0.5,2.5,0.74688 
2,0.6,0.5,0.66979 
2,0.6,1,0.66421 
2,0.6,1.5,0.65482 
2,0.6,2,0.65065 
2,0.6,2.5,0.68413 
2,0.7,0.5,0.75262 
2,0.7,1,0.74261 
2,0.7,1.5,0.72712 
2,0.7,2,0.70683 
2,0.7,2.5,0.69855 
2,0.8,0.5,0.85958 
2,0.8,1,0.85526 
2,0.8,1.5,0.84815 
2,0.8,2,0.83728 
2,0.8,2.5,0.82606 
2,0.9,0.5,0.85718 
2,0.9,1,0.85900 
2,0.9,1.5,0.86247 
2,0.9,2,0.86716 
2,0.9,2.5,0.87453 
2.5,0.1,0.5,0.65611 
2.5,0.1,1,0.65702 
2.5,0.1,1.5,0.65516 
2.5,0.1,2,0.65131 
2.5,0.1,2.5,0.64485 
2.5,0.2,0.5,0.73588 
2.5,0.2,1,0.72473 
2.5,0.2,1.5,0.70866 
2.5,0.2,2,0.68806 
2.5,0.2,2.5,0.65509 
2.5,0.3,0.5,0.83854 
2.5,0.3,1,0.82802 
2.5,0.3,1.5,0.79965 
2.5,0.3,2,0.75969 
2.5,0.3,2.5,0.68689 
2.5,0.4,0.5,0.85519 
2.5,0.4,1,0.86232 
2.5,0.4,1.5,0.86728 
2.5,0.4,2,0.84942 
2.5,0.4,2.5,0.76278 
2.5,0.5,0.5,0.75860 
2.5,0.5,1,0.78002 
2.5,0.5,1.5,0.81385 
2.5,0.5,2,0.85651 
2.5,0.5,2.5,0.86112 
2.5,0.6,0.5,0.66589 
2.5,0.6,1,0.67695 
2.5,0.6,1.5,0.69995 
2.5,0.6,2,0.74050 
2.5,0.6,2.5,0.82693 
2.5,0.7,0.5,0.64200 
2.5,0.7,1,0.64126 
2.5,0.7,1.5,0.64169 
2.5,0.7,2,0.64844 
2.5,0.7,2.5,0.68736 
2.5,0.8,0.5,0.70119 
2.5,0.8,1,0.69629 
2.5,0.8,1.5,0.68892 
2.5,0.8,2,0.67976 
2.5,0.8,2.5,0.67660 
2.5,0.9,0.5,0.78569 
2.5,0.9,1,0.78514 
2.5,0.9,1.5,0.78502 
2.5,0.9,2,0.78484 
2.5,0.9,2.5,0.78624 
3,0.1,0.5,0.66042 
3,0.1,1,0.66158 
3,0.1,1.5,0.66285 
3,0.1,2,0.66783 
3,0.1,2.5,0.67977 
3,0.2,0.5,0.64084 
3,0.2,1,0.64512 
3,0.2,1.5,0.65007 
3,0.2,2,0.66157 
3,0.2,2.5,0.69899 
3,0.3,0.5,0.68647 
3,0.3,1,0.67523 
3,0.3,1.5,0.65972 
3,0.3,2,0.65313 
3,0.3,2.5,0.68827 
3,0.4,0.5,0.82627 
3,0.4,1,0.79941 
3,0.4,1.5,0.74934 
3,0.4,2,0.69751 
3,0.4,2.5,0.67487 
3,0.5,0.5,0.95358 
3,0.5,1,0.94345 
3,0.5,1.5,0.91076 
3,0.5,2,0.84211 
3,0.5,2.5,0.73378 
3,0.6,0.5,0.86636 
3,0.6,1,0.89039 
3,0.6,1.5,0.92680 
3,0.6,2,0.95391 
3,0.6,2.5,0.91164 
3,0.7,0.5,0.70323 
3,0.7,1,0.71691 
3,0.7,1.5,0.74312 
3,0.7,2,0.78748 
3,0.7,2.5,0.86652 
3,0.8,0.5,0.64052 
3,0.8,1,0.64072 
3,0.8,1.5,0.64200 
3,0.8,2,0.64636 
3,0.8,2.5,0.66433 
3,0.9,0.5,0.69562 
3,0.9,1,0.69411 
3,0.9,1.5,0.69231 
3,0.9,2,0.69014 
3,0.9,2.5,0.68889 
3.5,0.1,0.5,0.70296 
3.5,0.1,1,0.70013 
3.5,0.1,1.5,0.69602 
3.5,0.1,2,0.68520 
3.5,0.1,2.5,0.66166 
3.5,0.2,0.5,0.73864 
3.5,0.2,1,0.74331 
3.5,0.2,1.5,0.74525 
3.5,0.2,2,0.74196 
3.5,0.2,2.5,0.70585 
3.5,0.3,0.5,0.66423 
3.5,0.3,1,0.68052 
3.5,0.3,1.5,0.70897 
3.5,0.3,2,0.74444 
3.5,0.3,2.5,0.76604 
3.5,0.4,0.5,0.65132 
3.5,0.4,1,0.64538 
3.5,0.4,1.5,0.64869 
3.5,0.4,2,0.67751 
3.5,0.4,2.5,0.76726 
3.5,0.5,0.5,0.77639 
3.5,0.5,1,0.74399 
3.5,0.5,1.5,0.69832 
3.5,0.5,2,0.66169 
3.5,0.5,2.5,0.69226 
3.5,0.6,0.5,0.97614 
3.5,0.6,1,0.95424 
3.5,0.6,1.5,0.90373 
3.5,0.6,2,0.82286 
3.5,0.6,2.5,0.73317 
3.5,0.7,0.5,0.90701 
3.5,0.7,1,0.92999 
3.5,0.7,1.5,0.96160 
3.5,0.7,2,0.99085 
3.5,0.7,2.5,0.97734 
3.5,0.8,0.5,0.69643 
3.5,0.8,1,0.70439 
3.5,0.8,1.5,0.72015 
3.5,0.8,2,0.74522 
3.5,0.8,2.5,0.79252 
3.5,0.9,0.5,0.64401 
3.5,0.9,1,0.64377 
3.5,0.9,1.5,0.64299 
3.5,0.9,2,0.64235 
3.5,0.9,2.5,0.64332 
4,0.1,0.5,0.64367 
4,0.1,1,0.64494 
4,0.1,1.5,0.64342 
4,0.1,2,0.64468 
4,0.1,2.5,0.65368 
4,0.2,0.5,0.73354 
4,0.2,1,0.71844 
4,0.2,1.5,0.69554 
4,0.2,2,0.67140 
4,0.2,2.5,0.65306 
4,0.3,0.5,0.83326 
4,0.3,1,0.82880 
4,0.3,1.5,0.81067 
4,0.3,2,0.76345 
4,0.3,2.5,0.68004 
4,0.4,0.5,0.71885 
4,0.4,1,0.74752 
4,0.4,1.5,0.79954 
4,0.4,2,0.83917 
4,0.4,2.5,0.78029 
4,0.5,0.5,0.64101 
4,0.5,1,0.64420 
4,0.5,1.5,0.66366 
4,0.5,2,0.72100 
4,0.5,2.5,0.83079 
4,0.6,0.5,0.75522 
4,0.6,1,0.72629 
