period,f,h,T
0.4,0.1,0.4,0.678368209
0.4,0.1,0.6,0.702901495
0.4,0.1,0.8,0.702151797
0.4,0.1,1,0.67682628
0.4,0.1,1.2,0.64966726
0.4,0.1,1.4,0.638269524
0.4,0.1,1.6,0.66058577
0.4,0.1,1.8,0.6838031
0.4,0.1,2,0.702310559
0.4,0.1,2.2,0.697176404
0.4,0.1,2.4,0.668650289
0.4,0.1,2.6,0.648565305
0.4,0.1,2.8,0.639622243
0.4,0.1,3,0.662432613
0.4,0.3,0.4,0.720696309
0.4,0.3,0.6,0.795849662
0.4,0.3,0.8,0.840816164
0.4,0.3,1,0.816076383
0.4,0.3,1.2,0.742545433
0.4,0.3,1.4,0.675062862
0.4,0.3,1.6,0.643031922
0.4,0.3,1.8,0.651404352
0.4,0.3,2,0.704517588
0.4,0.3,2.2,0.780528193
0.4,0.3,2.4,0.836228058
0.4,0.3,2.6,0.825794763
0.4,0.3,2.8,0.756764682
0.4,0.3,3,0.685687971
0.4,0.5,0.4,0.719937701
0.4,0.5,0.6,0.812304281
0.4,0.5,0.8,0.908355049
0.4,0.5,1,0.95493859
0.4,0.5,1.2,0.917170665
0.4,0.5,1.4,0.824076346
0.4,0.5,1.6,0.729015608
0.4,0.5,1.8,0.665504004
0.4,0.5,2,0.640912954
0.4,0.5,2.2,0.657357801
0.4,0.5,2.4,0.713890206
0.4,0.5,2.6,0.804637937
0.4,0.5,2.8,0.902545865
0.4,0.5,3,0.954072962
0.4,0.7,0.4,0.694850999
0.4,0.7,0.6,0.762213129
0.4,0.7,0.8,0.849533227
0.4,0.7,1,0.936565256
0.4,0.7,1.2,0.992579457
0.4,0.7,1.4,0.989096893
0.4,0.7,1.6,0.928118259
0.4,0.7,1.8,0.839204841
0.4,0.7,2,0.753070988
0.4,0.7,2.2,0.688622423
0.4,0.7,2.4,0.650438964
0.4,0.7,2.6,0.639721779
0.4,0.7,2.8,0.657510521
0.4,0.7,3,0.701315685
0.4,0.9,0.4,0.658967731
0.4,0.9,0.6,0.682248464
0.4,0.9,0.8,0.712611496
0.4,0.9,1,0.749074217
0.4,0.9,1.2,0.787587285
0.4,0.9,1.4,0.823483926
0.4,0.9,1.6,0.84995943
0.4,0.9,1.8,0.861423525
0.4,0.9,2,0.857504521
0.4,0.9,2.2,0.836077975
0.4,0.9,2.4,0.804020034
0.4,0.9,2.6,0.766446435
0.4,0.9,2.8,0.729652712
0.4,0.9,3,0.694713831
0.5,0.1,0.5,0.692419631
0.5,0.1,0.8,0.703625532
0.5,0.1,0.9,0.691436609
0.5,0.1,1,0.676675215
0.5,0.1,1.1,0.662095392
0.5,0.1,1.2,0.650131878
0.5,0.1,1.3,0.642037093
0.5,0.1,1.4,0.641188184
0.5,0.1,1.5,0.644804404
0.5,0.1,1.6,0.653647804
0.5,0.1,2,0.702641708
0.5,0.1,2.5,0.656105369
0.5,0.1,3,0.660422361
0.5,0.1,3.5,0.702956325
0.5,0.1,4,0.643669294
0.5,0.1,4.5,0.680607661
0.5,0.1,5,0.689668127
0.5,0.1,5.5,0.639820907
0.5,0.1,6,0.697591532
0.5,0.2,0.5,0.729554615
0.5,0.2,1,0.738896428
0.5,0.2,1.5,0.640701598
0.5,0.2,2,0.735553314
0.5,0.2,2.5,0.735883135
0.5,0.2,3,0.640838282
0.5,0.2,3.5,0.738637724
0.5,0.2,4,0.733539371
0.5,0.2,4.5,0.640999143
0.5,0.2,5,0.742292143
0.5,0.2,5.5,0.730361109
0.5,0.2,6,0.640160463
0.5,0.3,0.5,0.75719847
0.5,0.3,0.8,0.839472602
0.5,0.3,0.9,0.837019807
0.5,0.3,1,0.814091891
0.5,0.3,1.1,0.779983799
0.5,0.3,1.2,0.7413017
0.5,0.3,1.3,0.704643595
0.5,0.3,1.4,0.677190456
0.5,0.3,1.5,0.652722441
0.5,0.3,1.6,0.641411054
0.5,0.3,2,0.708649679
0.5,0.3,2.5,0.838536284
0.5,0.3,3,0.686472299
0.5,0.3,3.5,0.66423441
0.5,0.3,4,0.83325871
0.5,0.3,4.5,0.73622623
0.5,0.3,5,0.649556246
0.5,0.3,5.5,0.794997177
0.5,0.3,6,0.789824968
0.5,0.4,0.5,0.767212803
0.5,0.4,0.55,0.790436834
0.5,0.4,0.6,0.813540993
0.5,0.4,0.65,0.83617472
0.5,0.4,0.7,0.857231453
0.5,0.4,0.75,0.874350574
0.5,0.4,0.8,0.888942853
0.5,0.4,0.85,0.897938476
0.5,0.4,0.9,0.903466313
0.5,0.4,0.95,0.90123187
0.5,0.4,1,0.894205263
0.5,0.4,1.05,0.880979399
0.5,0.4,1.1,0.866415443
0.5,0.4,1.15,0.846941548
0.5,0.4,1.2,0.823053109
0.5,0.4,1.25,0.800871754
0.5,0.4,1.3,0.77797519
0.5,0.4,1.35,0.756731123
0.5,0.4,1.4,0.734069285
0.5,0.4,1.45,0.711296099
0.5,0.4,1.5,0.694447464
0.5,0.4,2,0.661058892
0.5,0.4,2.5,0.855191174
0.5,0.4,3,0.826273143
0.5,0.4,3.5,0.651315835
0.5,0.4,4,0.718850769
0.5,0.4,4.5,0.899561653
0.5,0.4,5,0.741694959
0.5,0.4,5.5,0.64193581
0.5,0.4,6,0.799545532
0.5,0.42,0.5,0.767467534
0.5,0.42,1,0.906953994
0.5,0.42,1.5,0.708630538
0.5,0.42,2,0.652442287
0.5,0.42,2.5,0.841114707
0.5,0.44,0.5,0.766916693
0.5,0.44,1,0.921901399
0.5,0.44,1.5,0.723507854
0.5,0.44,2,0.647329101
0.5,0.44,2.5,0.823108933
0.5,0.45,0.5,0.766959889
0.5,0.45,0.55,0.790881285
0.5,0.45,0.6,0.815504832
0.5,0.45,0.65,0.839884971
0.5,0.45,0.7,0.863639673
0.5,0.45,0.75,0.884181208
0.5,0.45,0.8,0.902516533
0.5,0.45,0.85,0.916444439
0.5,0.45,0.9,0.926131971
0.5,0.45,0.95,0.929855714
0.5,0.45,1,0.927993951
0.5,0.45,1.05,0.920647705
0.5,0.45,1.1,0.908239201
0.5,0.45,1.15,0.891182255
0.5,0.45,1.2,0.870768979
0.5,0.45,1.25,0.848064794
0.5,0.45,1.3,0.823618953
0.5,0.45,1.35,0.798983958
0.5,0.45,1.4,0.775246849
0.5,0.45,1.45,0.751142935
0.5,0.45,1.5,0.730265288
0.5,0.46,0.5,0.766557175
0.5,0.46,1,0.933877494
0.5,0.46,1.5,0.738855607
0.5,0.46,2,0.643537309
0.5,0.46,2.5,0.802839091
0.5,0.48,0.5,0.764510017
0.5,0.48,1,0.944421828
0.5,0.48,1.5,0.754716673
0.5,0.48,2,0.64140136
0.5,0.48,2.5,0.781328444
0.5,0.5,0.5,0.763179586
0.5,0.5,0.55,0.787044846
0.5,0.5,0.6,0.812012089
0.5,0.5,0.65,0.836935097
0.5,0.5,0.7,0.862317098
0.5,0.5,0.75,0.886718706
0.5,0.5,0.8,0.907955606
0.5,0.5,0.85,0.926023945
0.5,0.5,0.9,0.940607716
0.5,0.5,0.95,0.94969827
0.5,0.5,1,0.953938418
0.5,0.5,1.05,0.952466294
0.5,0.5,1.1,0.944944196
0.5,0.5,1.15,0.932651525
0.5,0.5,1.2,0.915493361
0.5,0.5,1.25,0.895315863
0.5,0.5,1.3,0.871988448
0.5,0.5,1.35,0.847624601
0.5,0.5,1.4,0.822659372
0.5,0.5,1.45,0.797460225
0.5,0.5,1.5,0.772810477
0.5,0.5,1.6,0.728499286
0.5,0.5,2,0.641549333
0.5,0.5,2.5,0.758595739
0.5,0.5,3,0.953580293
0.5,0.5,3.5,0.776385434
0.5,0.5,4,0.641010697
0.5,0.5,4.5,0.754940216
0.5,0.5,5,0.953294089
0.5,0.5,5.5,0.780963315
0.5,0.5,6,0.641488375
0.5,0.52,0.5,0.760760679
0.5,0.52,1,0.961463336
0.5,0.52,1.5,0.791386175
0.5,0.52,2,0.642762306
0.5,0.52,2.5,0.737011305
0.5,0.54,0.5,0.758503848
0.5,0.54,1,0.967336564
0.5,0.54,1.5,0.810816801
0.5,0.54,2,0.645867803
0.5,0.54,2.5,0.716320493
0.5,0.55,0.5,0.756200523
0.5,0.55,0.55,0.77978095
0.5,0.55,0.6,0.804554066
0.5,0.55,0.65,0.829595277
0.5,0.55,0.7,0.855709026
0.5,0.55,0.75,0.880966805
0.5,0.55,0.8,0.904897995
0.5,0.55,0.85,0.926329529
0.5,0.55,0.9,0.944837028
0.5,0.55,0.95,0.959503519
0.5,0.55,1,0.96916194
0.5,0.55,1.05,0.974106114
0.5,0.55,1.1,0.973202323
0.5,0.55,1.15,0.967112991
0.5,0.55,1.2,0.955185363
0.5,0.55,1.25,0.939047473
0.5,0.55,1.3,0.919103338
0.5,0.55,1.35,0.897226097
0.5,0.55,1.4,0.871905396
0.5,0.55,1.45,0.847556119
0.5,0.55,1.5,0.821336841
0.5,0.56,0.5,0.755330178
0.5,0.56,1,0.970680878
0.5,0.56,1.5,0.831798846
0.5,0.56,2,0.652812191
0.5,0.56,2.5,0.69811801
0.5,0.58,0.5,0.751015662
0.5,0.58,1,0.972761794
0.5,0.58,1.5,0.853126985
0.5,0.58,2,0.660240758
0.5,0.58,2.5,0.680124228
0.5,0.6,0.5,0.747713606
0.5,0.6,0.55,0.770089203
0.5,0.6,0.6,0.79340513
0.5,0.6,0.65,0.818051941
0.5,0.6,0.7,0.842944647
0.5,0.6,0.75,0.868751878
0.5,0.6,0.8,0.893739375
0.5,0.6,0.85,0.917142294
0.5,0.6,0.9,0.938782558
0.5,0.6,0.95,0.957309137
0.5,0.6,1,0.972141205
0.5,0.6,1.05,0.982978341
0.5,0.6,1.1,0.988556409
0.5,0.6,1.15,0.989159356
0.5,0.6,1.2,0.984401541
0.5,0.6,1.25,0.97496344
0.5,0.6,1.3,0.960991148
0.5,0.6,1.35,0.942647
0.5,0.6,1.4,0.922427603
0.5,0.6,1.45,0.899020776
0.5,0.6,1.5,0.874378643
0.5,0.6,2,0.669785403
0.5,0.6,2.5,0.665891241
0.5,0.6,3,0.866355882
0.5,0.6,3.5,0.976136803
0.5,0.6,4,0.755223343
0.5,0.6,4.5,0.640168888
0.5,0.6,5,0.743354938
0.5,0.6,5.5,0.969117629
0.5,0.6,6,0.879418166
0.5,0.62,0.5,0.744131951
0.5,0.62,1,0.969598402
0.5,0.62,1.5,0.895002837
0.5,0.62,2,0.682023439
0.5,0.62,2.5,0.655313142
0.5,0.64,0.5,0.739943243
0.5,0.64,1,0.964614695
0.5,0.64,1.5,0.915369428
0.5,0.64,2,0.696285494
0.5,0.64,2.5,0.647016572
0.5,0.65,0.5,0.737883271
0.5,0.65,0.55,0.75785886
0.5,0.65,0.6,0.779379707
0.5,0.65,0.65,0.801883939
0.5,0.65,0.7,0.826628365
0.5,0.65,0.75,0.850609443
0.5,0.65,0.8,0.874853679
0.5,0.65,0.85,0.898938132
0.5,0.65,0.9,0.921711789
0.5,0.65,0.95,0.942892482
0.5,0.65,1,0.961560349
0.5,0.65,1.05,0.976727086
0.5,0.65,1.1,0.988684389
0.5,0.65,1.15,0.995611285
0.5,0.65,1.2,0.998410879
0.5,0.65,1.25,0.996354967
0.5,0.65,1.3,0.989767899
0.5,0.65,1.35,0.978361716
0.5,0.65,1.4,0.963807456
0.5,0.65,1.45,0.945544278
0.5,0.65,1.5,0.925069478
0.5,0.66,0.5,0.735607128
0.5,0.66,1,0.957551019
0.5,0.66,1.5,0.933691623
0.5,0.66,2,0.713399792
0.5,0.66,2.5,0.641394315
0.5,0.68,0.5,0.731122812
0.5,0.68,1,0.948531908
0.5,0.68,1.5,0.950383142
0.5,0.68,2,0.732500335
0.5,0.68,2.5,0.639944262
0.5,0.7,0.5,0.726005002
0.5,0.7,0.55,0.743365131
0.5,0.7,0.6,0.762586185
0.5,0.7,0.65,0.783289801
0.5,0.7,0.7,0.804505335
0.5,0.7,0.75,0.82687544
0.5,0.7,0.8,0.850525872
0.5,0.7,0.85,0.872916512
0.5,0.7,0.9,0.895660149
0.5,0.7,0.95,0.917535166
0.5,0.7,1,0.937397222
0.5,0.7,1.05,0.955591213
0.5,0.7,1.1,0.971245082
0.5,0.7,1.15,0.98379095
0.5,0.7,1.2,0.992849172
0.5,0.7,1.25,0.998000483
0.5,0.7,1.3,0.999049901
0.5,0.7,1.35,0.99599319
0.5,0.7,1.4,0.988895759
0.5,0.7,1.45,0.978082904
0.5,0.7,1.5,0.963779607
0.5,0.7,1.6,0.926600956
0.5,0.7,2,0.752616925
0.5,0.7,2.5,0.641998242
0.5,0.7,3,0.703227217
0.5,0.7,3.5,0.907012451
0.5,0.7,4,0.983188745
0.5,0.7,4.5,0.781761541
0.5,0.7,5,0.647853946
0.5,0.7,5.5,0.683398891
0.5,0.7,6,0.87492445
0.5,0.72,0.5,0.720686717
0.5,0.72,1,0.924135835
0.5,0.72,1.5,0.97370475
0.5,0.72,2,0.774107454
0.5,0.72,2.5,0.647790424
0.5,0.74,0.5,0.715365076
0.5,0.74,1,0.909015107
0.5,0.74,1.5,0.979720337
0.5,0.74,2,0.797003687
0.5,0.74,2.5,0.65510747
0.5,0.75,0.5,0.712583437
0.5,0.75,0.55,0.727592204
0.5,0.75,0.6,0.743949524
0.5,0.75,0.65,0.761978513
0.5,0.75,0.7,0.779566447
0.5,0.75,0.75,0.799399556
0.5,0.75,0.8,0.820110306
0.5,0.75,0.85,0.840069286
0.5,0.75,0.9,0.860934089
0.5,0.75,0.95,0.881391357
0.5,0.75,1,0.901802756
0.5,0.75,1.05,0.920141021
0.5,0.75,1.1,0.93749213
0.5,0.75,1.15,0.952918085
0.5,0.75,1.2,0.966097792
0.5,0.75,1.25,0.976866073
0.5,0.75,1.3,0.98399479
0.5,0.75,1.35,0.988487195
0.5,0.75,1.4,0.989237934
0.5,0.75,1.45,0.986559283
0.5,0.75,1.5,0.980705003
0.5,0.76,0.5,0.709477452
0.5,0.76,1,0.892917521
0.5,0.76,1.5,0.980662254
0.5,0.76,2,0.819104357
0.5,0.76,2.5,0.667113669
0.5,0.78,0.5,0.704811894
0.5,0.78,1,0.875509087
0.5,0.78,1.5,0.976217079
0.5,0.78,2,0.841838534
0.5,0.78,2.5,0.683430472
0.5,0.8,0.5,0.698584513
0.5,0.8,0.55,0.711298365
0.5,0.8,0.6,0.723667122
0.5,0.8,0.65,0.739093716
0.5,0.8,0.7,0.754019261
0.5,0.8,0.75,0.76887843
0.5,0.8,0.8,0.785532409
0.5,0.8,0.85,0.803660442
0.5,0.8,0.9,0.820217153
0.5,0.8,0.95,0.837937936
0.5,0.8,1,0.85587178
0.5,0.8,1.05,0.872981968
0.5,0.8,1.1,0.889485051
0.5,0.8,1.15,0.906067209
0.5,0.8,1.2,0.920036807
0.5,0.8,1.25,0.933355719
0.5,0.8,1.3,0.944836274
0.5,0.8,1.35,0.953610889
0.5,0.8,1.4,0.960518187
0.5,0.8,1.45,0.964861782
0.5,0.8,1.5,0.966299662
0.5,0.8,2,0.859579054
0.5,0.8,2.5,0.701187949
0.5,0.8,3,0.640519329
0.5,0.8,3.5,0.696433473
0.5,0.8,4,0.852157072
0.5,0.8,4.5,0.966429132
0.5,0.8,5,0.86326841
0.5,0.8,5.5,0.703463738
0.5,0.8,6,0.639842316
0.5,0.85,0.5,0.684243883
0.5,0.85,0.55,0.693494046
0.5,0.85,0.6,0.703664804
0.5,0.85,0.65,0.714243138
0.5,0.85,0.7,0.725195609
0.5,0.85,0.75,0.738758348
0.5,0.85,0.8,0.750381185
0.5,0.85,0.85,0.763176016
0.5,0.85,0.9,0.776660353
0.5,0.85,0.95,0.790144727
0.5,0.85,1,0.804466465
0.5,0.85,1.05,0.818531604
0.5,0.85,1.1,0.832808973
0.5,0.85,1.15,0.846150658
0.5,0.85,1.2,0.858665225
0.5,0.85,1.25,0.871178364
0.5,0.85,1.3,0.883153544
0.5,0.85,1.35,0.893562263
0.5,0.85,1.4,0.902744415
0.5,0.85,1.45,0.910251401
0.5,0.85,1.5,0.917104452
0.5,0.9,0.5,0.670334833
0.5,0.9,0.8,0.713137168
0.5,0.9,0.9,0.730418848
0.5,0.9,1,0.750163887
0.5,0.9,1.1,0.768988162
0.5,0.9,1.2,0.787588722
0.5,0.9,1.3,0.807214396
0.5,0.9,1.4,0.823386724
0.5,0.9,1.5,0.837510827
0.5,0.9,1.6,0.850366181
0.5,0.9,2,0.857184697
0.5,0.9,2.5,0.785694556
0.5,0.9,3,0.695618444
0.5,0.9,3.5,0.644013863
0.5,0.9,4,0.651947483
0.5,0.9,4.5,0.714807246
0.5,0.9,5,0.80863479
0.5,0.9,5.5,0.862685265
0.5,0.9,6,0.819850237
0.6,0.1,0.4,0.676184681
0.6,0.1,0.5,0.69001124
0.6,0.1,0.6,0.696648004
0.6,0.1,0.8,0.698637094
0.6,0.1,0.9,0.689665057
0.6,0.1,1,0.674773059
0.6,0.1,1.1,0.658792863
0.6,0.1,1.2,0.64773048
0.6,0.1,1.3,0.640757377
0.6,0.1,1.4,0.637496606
0.6,0.1,1.5,0.642567455
0.6,0.1,1.6,0.650131893
0.6,0.1,1.8,0.680932145
0.6,0.1,2,0.699764702
0.6,0.1,2.2,0.695982492
0.6,0.1,2.4,0.669743994
0.6,0.1,2.5,0.655567485
0.6,0.1,2.6,0.644727014
0.6,0.1,2.8,0.639168891
0.6,0.1,3,0.658226276
0.6,0.2,0.5,0.728510702
0.6,0.2,1,0.739506592
0.6,0.2,1.5,0.64109333
0.6,0.2,2,0.734678863
0.6,0.2,2.5,0.734060425
0.6,0.3,0.4,0.71788584
0.6,0.3,0.5,0.757826132
0.6,0.3,0.6,0.79490283
0.6,0.3,0.8,0.837669774
0.6,0.3,0.9,0.835542672
0.6,0.3,1,0.815632622
0.6,0.3,1.1,0.780075939
0.6,0.3,1.2,0.743119062
0.6,0.3,1.3,0.707779856
0.6,0.3,1.4,0.676362937
0.6,0.3,1.5,0.654958962
0.6,0.3,1.6,0.644346883
0.6,0.3,1.8,0.654667111
0.6,0.3,2,0.710265937
0.6,0.3,2.2,0.782588168
0.6,0.3,2.4,0.836728319
0.6,0.3,2.5,0.838663114
0.6,0.3,2.6,0.824360494
0.6,0.3,2.8,0.753708903
0.6,0.3,3,0.685008254
0.6,0.4,0.5,0.767372496
0.6,0.4,1,0.891901099
0.6,0.4,1.5,0.692441175
0.6,0.4,2,0.658449493
0.6,0.4,2.5,0.854056397
0.6,0.42,0.5,0.767997204
0.6,0.42,1,0.906134053
0.6,0.42,1.5,0.707107022
0.6,0.42,2,0.65200192
0.6,0.42,2.5,0.84103291
0.6,0.44,0.5,0.767123562
0.6,0.44,1,0.920477326
0.6,0.44,1.5,0.721130884
0.6,0.44,2,0.648340586
0.6,0.44,2.5,0.82600849
0.6,0.46,0.5,0.766260508
0.6,0.46,1,0.932240845
0.6,0.46,1.5,0.73618782
0.6,0.46,2,0.644212504
0.6,0.46,2.5,0.806213379
0.6,0.48,0.5,0.765189226
0.6,0.48,1,0.943063771
0.6,0.48,1.5,0.752228369
0.6,0.48,2,0.641891085
0.6,0.48,2.5,0.783651475
0.6,0.5,0.4,0.719862519
0.6,0.5,0.5,0.763143637
0.6,0.5,0.6,0.812425074
0.6,0.5,0.8,0.907807397
0.6,0.5,0.9,0.940411138
0.6,0.5,1,0.952199193
0.6,0.5,1.1,0.942886014
0.6,0.5,1.2,0.914562296
0.6,0.5,1.3,0.870375986
0.6,0.5,1.4,0.819903344
0.6,0.5,1.5,0.770176008
0.6,0.5,1.6,0.726046775
0.6,0.5,1.8,0.664357089
0.6,0.5,2,0.640164685
0.6,0.5,2.2,0.659852816
0.6,0.5,2.4,0.718662573
0.6,0.5,2.5,0.762042236
0.6,0.5,2.6,0.810409552
0.6,0.5,2.8,0.906169177
0.6,0.5,3,0.952810008
0.6,0.52,0.5,0.76089782
0.6,0.52,1,0.960505754
0.6,0.52,1.5,0.789924216
0.6,0.52,2,0.643192986
0.6,0.52,2.5,0.739027183
0.6,0.54,0.5,0.758204293
0.6,0.54,1,0.96627668
0.6,0.54,1.5,0.809714001
0.6,0.54,2,0.645662158
0.6,0.54,2.5,0.718085386
0.6,0.56,0.5,0.755393947
0.6,0.56,1,0.970786906
0.6,0.56,1.5,0.831030518
0.6,0.56,2,0.652022622
0.6,0.56,2.5,0.698412118
0.6,0.58,0.5,0.752341487
0.6,0.58,1,0.972110607
0.6,0.58,1.5,0.851070761
0.6,0.58,2,0.658218766
0.6,0.58,2.5,0.682301373
0.6,0.6,0.5,0.748296399
0.6,0.6,1,0.97218056
0.6,0.6,1.5,0.871991955
0.6,0.6,2,0.668465779
0.6,0.6,2.5,0.667967948
0.6,0.62,0.5,0.744681768
0.6,0.62,1,0.969964379
0.6,0.62,1.5,0.892965381
0.6,0.62,2,0.681529111
0.6,0.62,2.5,0.656512349
0.6,0.64,0.5,0.740618446
0.6,0.64,1,0.964929776
0.6,0.64,1.5,0.913234273
0.6,0.64,2,0.695230621
0.6,0.64,2.5,0.6476825
0.6,0.66,0.5,0.734962386
0.6,0.66,1,0.957967265
0.6,0.66,1.5,0.932275297
0.6,0.66,2,0.712210704
0.6,0.66,2.5,0.642395025
0.6,0.68,0.5,0.73034116
0.6,0.68,1,0.94925849
0.6,0.68,1.5,0.94908975
0.6,0.68,2,0.730662816
0.6,0.68,2.5,0.6403091
0.6,0.7,0.4,0.695385061
0.6,0.7,0.5,0.725966107
0.6,0.7,0.6,0.763027874
0.6,0.7,0.8,0.850402706
0.6,0.7,0.9,0.895536371
0.6,0.7,1,0.93781811
0.6,0.7,1.1,0.971406501
0.6,0.7,1.2,0.993592798
0.6,0.7,1.3,0.999128308
0.6,0.7,1.4,0.988361626
0.6,0.7,1.5,0.962619347
0.6,0.7,1.6,0.926015073
0.6,0.7,1.8,0.837171663
0.6,0.7,2,0.750913581
0.6,0.7,2.2,0.687378363
0.6,0.7,2.4,0.649864312
0.6,0.7,2.5,0.643356039
0.6,0.7,2.6,0.640726245
0.6,0.7,2.8,0.659391924
0.6,0.7,3,0.706020565
0.6,0.72,0.5,0.72113496
0.6,0.72,1,0.924899868
0.6,0.72,1.5,0.973504278
0.6,0.72,2,0.773645332
0.6,0.72,2.5,0.646318362
0.6,0.74,0.5,0.715746892
0.6,0.74,1,0.909736243
0.6,0.74,1.5,0.979624372
0.6,0.74,2,0.796198434
0.6,0.74,2.5,0.655498212
0.6,0.76,0.5,0.710182669
0.6,0.76,1,0.893397618
0.6,0.76,1.5,0.980789837
0.6,0.76,2,0.81825326
0.6,0.76,2.5,0.667595278
0.6,0.78,0.5,0.705206747
0.6,0.78,1,0.875751642
0.6,0.78,1.5,0.976520149
0.6,0.78,2,0.840028247
0.6,0.78,2.5,0.681850967
0.6,0.8,0.5,0.698915317
0.6,0.8,1,0.856312681
0.6,0.8,1.5,0.966760859
0.6,0.8,2,0.858836224
0.6,0.8,2.5,0.700604908
0.6,0.9,0.4,0.659522009
0.6,0.9,0.5,0.669247767
0.6,0.9,0.6,0.68274592
0.6,0.9,0.8,0.713316955
0.6,0.9,0.9,0.731039509
0.6,0.9,1,0.750038797
0.6,0.9,1.1,0.768661263
0.6,0.9,1.2,0.788064974
0.6,0.9,1.3,0.805980243
0.6,0.9,1.4,0.823066378
0.6,0.9,1.5,0.837491642
0.6,0.9,1.6,0.850174477
0.6,0.9,1.8,0.861806497
0.6,0.9,2,0.858215851
0.6,0.9,2.2,0.836587152
0.6,0.9,2.4,0.80509047
0.6,0.9,2.5,0.785342754
0.6,0.9,2.6,0.767031937
0.6,0.9,2.8,0.728587961
0.6,0.9,3,0.695157512
0.7,0.1,0.5,0.690659529
0.7,0.1,0.8,0.701609666
0.7,0.1,0.9,0.691819326
0.7,0.1,1,0.677998749
0.7,0.1,1.1,0.663469528
0.7,0.1,1.2,0.651581581
0.7,0.1,1.3,0.643811206
0.7,0.1,1.4,0.641753291
0.7,0.1,1.5,0.645940729
0.7,0.1,1.6,0.655418059
0.7,0.1,2,0.703136009
0.7,0.1,2.5,0.657936588
0.7,0.2,0.5,0.730451085
0.7,0.2,1,0.738388045
0.7,0.2,1.5,0.641226745
0.7,0.2,2,0.735432913
0.7,0.2,2.5,0.732565984
0.7,0.3,0.5,0.756123967
0.7,0.3,0.8,0.837233569
0.7,0.3,0.9,0.831955745
0.7,0.3,1,0.810895341
0.7,0.3,1.1,0.778403657
0.7,0.3,1.2,0.742789477
0.7,0.3,1.3,0.703787203
0.7,0.3,1.4,0.674056412
0.7,0.3,1.5,0.65554047
0.7,0.3,1.6,0.64543593
0.7,0.3,2,0.710406388
0.7,0.3,2.5,0.836932683
0.7,0.4,0.5,0.767138882
0.7,0.4,1,0.89112584
0.7,0.4,1.5,0.694104182
0.7,0.4,2,0.663210137
0.7,0.4,2.5,0.857719988
0.7,0.42,0.5,0.766563482
0.7,0.42,1,0.904972283
0.7,0.42,1.5,0.70641827
0.7,0.42,2,0.655428617
0.7,0.42,2.5,0.843627118
0.7,0.44,0.5,0.767251987
0.7,0.44,1,0.918242332
0.7,0.44,1.5,0.719717483
0.7,0.44,2,0.649277677
0.7,0.44,2.5,0.828449025
0.7,0.46,0.5,0.766263396
0.7,0.46,1,0.930447178
0.7,0.46,1.5,0.734458691
0.7,0.46,2,0.645282993
0.7,0.46,2.5,0.809700278
0.7,0.48,0.5,0.764760182
0.7,0.48,1,0.941539575
0.7,0.48,1.5,0.750995022
0.7,0.48,2,0.64286954
0.7,0.48,2.5,0.78862454
0.7,0.5,0.5,0.763100504
0.7,0.5,0.8,0.907352744
0.7,0.5,0.9,0.939085484
0.7,0.5,1,0.951477709
0.7,0.5,1.1,0.941109121
0.7,0.5,1.2,0.911688144
0.7,0.5,1.3,0.867464006
0.7,0.5,1.4,0.818608212
0.7,0.5,1.5,0.769037837
0.7,0.5,1.6,0.725329537
0.7,0.5,2,0.641220426
0.7,0.5,2.5,0.764891275
0.7,0.52,0.5,0.761338499
0.7,0.52,1,0.959122432
0.7,0.52,1.5,0.786925234
0.7,0.52,2,0.642987191
0.7,0.52,2.5,0.743305201
0.7,0.54,0.5,0.758793668
0.7,0.54,1,0.965723444
0.7,0.54,1.5,0.807875309
0.7,0.54,2,0.644983159
0.7,0.54,2.5,0.722319776
0.7,0.56,0.5,0.755747801
0.7,0.56,1,0.970212119
0.7,0.56,1.5,0.827943208
0.7,0.56,2,0.650664538
0.7,0.56,2.5,0.702717366
0.7,0.58,0.5,0.751819911
0.7,0.58,1,0.972462852
0.7,0.58,1.5,0.849071042
0.7,0.58,2,0.658486746
0.7,0.58,2.5,0.683959668
0.7,0.6,0.5,0.748640324
0.7,0.6,1,0.971998133
0.7,0.6,1.5,0.869809595
0.7,0.6,2,0.667037939
0.7,0.6,2.5,0.669737796
0.7,0.62,0.5,0.744379185
0.7,0.62,1,0.970199637
0.7,0.62,1.5,0.891065097
0.7,0.62,2,0.679593426
0.7,0.62,2.5,0.658097881
0.7,0.64,0.5,0.740634023
0.7,0.64,1,0.965688668
0.7,0.64,1.5,0.911040169
0.7,0.64,2,0.693806679
0.7,0.64,2.5,0.649114225
0.7,0.66,0.5,0.736066459
0.7,0.66,1,0.959078732
0.7,0.66,1.5,0.930915638
0.7,0.66,2,0.71034336
0.7,0.66,2.5,0.642592003
0.7,0.68,0.5,0.731350946
0.7,0.68,1,0.949518487
0.7,0.68,1.5,0.947888097
0.7,0.68,2,0.729229711
0.7,0.68,2.5,0.640131869
0.7,0.7,0.5,0.726358739
0.7,0.7,0.8,0.851539465
0.7,0.7,0.9,0.897491115
0.7,0.7,1,0.938977634
0.7,0.7,1.1,0.972774736
0.7,0.7,1.2,0.993689348
0.7,0.7,1.3,0.99918447
0.7,0.7,1.4,0.988024457
0.7,0.7,1.5,0.961494465
0.7,0.7,1.6,0.924322222
0.7,0.7,2,0.749708163
0.7,0.7,2.5,0.641769553
